id,date,rating,product,category,comments,sentiment,confidence,rating_consistency,main_topic,secondary_topic,emotion,action_needed,drafted_response,sentiment_category
154,3/25/2026,4,LEGO Toy Set,Toys,As expected. Came with two idea books. Every color was individually wrapped. Great for gift.,0.72,0.94,1,Packaging,Gift Suitability,Satisfied,,,Positive
155,3/26/2026,4,LEGO Toy Set,Toys,It was a Christmas gift for my granddaughter.  She loved it,0.78,0.93,1,Gift Satisfaction,Recipient Enjoyment,Satisfied,,,Positive
156,3/26/2026,4,LEGO Toy Set,Toys,It comes with a load of legos.  What I like most is when you buy more legos there is more than enough room to add them to this box.,0.74,0.95,1,Storage Capacity,Product Quantity,Satisfied,,,Positive
157,3/26/2026,5,LEGO Toy Set,Toys,"The best way aside from garage sales to get your hands on bulk Legos.  This set is a great value, and has the typical Lego quality (can confirm that the smallest pieces WILL send you to the emergency room where they can remove the piece under anesthesia).Not great for hungry infants.",0.72,0.85,1,Value,Safety,Satisfied,,,Positive
158,3/27/2026,4,LEGO Toy Set,Toys,Got it for my grandson for Christmas  he loves playing with them,0.78,0.92,1,Gift Satisfaction,Play Experience,Satisfied,,,Positive
159,3/27/2026,4,LEGO Toy Set,Toys,love Legos. with Legos the possibilities are endless,0.88,0.96,1,Play Experience,,Satisfied,,,Positive
160,3/28/2026,4,Nike Men's Running Sneaker,Shoes,"A little on the pricey side, but the fit and quality of these sneakers is excellent. I have these for a while with almost daily use and they are holding up very well.",0.72,0.93,1,Product Quality,Pricing,Satisfied,,,Positive
161,3/29/2026,4,LEGO Toy Set,Toys,What else is there to say? It's a big old box of blocks from Lego. They do what they are supposed to and come in a large variety and a nice holding container.,0.74,0.93,1,Product Quality,Storage Container,Satisfied,,,Positive
162,3/29/2026,2,LEGO Toy Set,Toys,Large these appear to be just normal size Legos. There's nothing wrong with them as Legos but they are not large.,-0.35,0.9,1,Product Size,Product Description,Dissatisfied,,,Mixed
163,3/29/2026,4,Nike Men's Running Sneaker,Shoes,I ended up grabbing these as a gift for a family member who loves Nike. They loved these sneakers and said that they're among the most comfortable ones they have in their collection.,0.84,0.94,1,Comfort,Gift Experience,Satisfied,,,Positive
164,3/29/2026,4,Nike Men's Running Sneaker,Shoes,Love the shoes will buy again..,0.87,0.97,1,Product Satisfaction,Repeat Purchase Intent,Satisfied,,,Positive
165,3/30/2026,4,LEGO Toy Set,Toys,My niece and nephew loved these for Christmas,0.78,0.96,1,Gift Satisfaction,Holiday Gifting,Satisfied,,,Positive
166,3/30/2026,5,LEGO Toy Set,Toys,I would give it 5 stars but seems like it should've came with more leggos. But my daughter loves it and plays with them almost everyday making stuff out of them. So 4/5,0.38,0.84,0,Value,Play Experience,Satisfied,,,Mixed
167,3/31/2026,4,Apple Magic Mouse,Technology,The Mouse works perfectly!!!,0.89,0.98,1,Product Performance,,Satisfied,,,Positive
168,3/31/2026,4,Nike Men's Running Sneaker,Shoes,Good arch support,0.67,0.95,1,Comfort,Support,Satisfied,,,Positive
169,4/1/2026,2,Apple Magic Mouse,Technology,"I don't know who would enjoy using this kind of mouse. The design is impractical and not ergonomic. Plus, the charging slot is right underneath, so you have to flip it over to charge. The quality seems good, and compatibility with Apple computers is fast and easy, but I would never buy it again.",-0.56,0.92,1,Design,Compatibility,Frustrated,,"Hello,

Thank you for sharing your feedback on the Apple Magic Mouse. We’re sorry to hear that the design and ergonomics did not meet your expectations, and we understand how frustrating the charging placement can be during regular use. We appreciate your noting the product’s quality and smooth compatibility with Apple computers as well. If you’re willing, we’d like to learn more about your experience and any specific issues that made the mouse uncomfortable or impractical for you, so we can share your feedback with our team and better assist you.

Best regards,
Customer Support",Negative
170,4/4/2026,4,Nike Men's Running Sneaker,Shoes,Nice looking and comfortable shoes,0.78,0.95,1,Comfort,Appearance,Satisfied,,,Positive
171,4/4/2026,4,Nike Men's Running Sneaker,Shoes,I like the shoe and size as mentioned in the website. Better to buy this type of shoes online than to go to Mall.,0.72,0.94,1,Sizing,Accuracy,Satisfied,,,Positive
172,4/5/2026,4,Apple Magic Mouse,Technology,10/10 recommend.,0.95,0.98,1,Product Satisfaction,Recommendation,Satisfied,,,Positive
173,4/5/2026,4,LEGO Toy Set,Toys,"Has all the fun pieces, my kids love building with these!",0.82,0.96,1,Play Experience,Family Entertainment,Satisfied,,,Positive
174,4/5/2026,4,LEGO Toy Set,Toys,My grandson loves building Legos and he opened his eyes and was so surprised it was beautiful thank you again,0.88,0.94,1,Gift Satisfaction,Child Enjoyment,Satisfied,,,Positive
175,4/5/2026,2,Nike Men's Running Sneaker,Shoes,Fit is good. No problems.,0.58,0.95,0,Fit,,Satisfied,,,Positive
176,4/5/2026,5,Stanley Thermos,Food & Drink Container,"Bought this for my friend birthday gift. She loves it! It has a little bit weight, but with good quality and easy to clean.",0.82,0.93,1,Product Quality,Ease Of Cleaning,Satisfied,,,Positive
177,4/6/2026,3,Apple Magic Mouse,Technology,Worked as promised,0.55,0.92,0,Product Performance,,Satisfied,,,Positive
178,4/6/2026,5,LEGO Toy Set,Toys,It was a Christmas gift for my great-grandson and he loved it. He is seven years old.,0.82,0.95,1,Gift Satisfaction,Age Appropriateness,Satisfied,,,Positive
179,4/6/2026,5,LEGO Toy Set,Toys,Classic legos with a tub that has room to put more in! Very happy with this! Adults and kids alike have been playing with these! Love the clear pieces and variety of pieces it comes with. A good amount of pieces too!,0.92,0.98,1,Product Quality,Storage,Satisfied,,,Positive
180,4/6/2026,5,Stanley Thermos,Food & Drink Container,"I love Stanley's they are easy to use and don't break easily. I love how they how a handle, it makes it easier to use. It will hold ice all day before melting. The design is very cute, and I love the color. It's very easy to drink and is easy to clean. Definitely Recommend!",0.94,0.97,1,Product Usability,Temperature Retention,Satisfied,,,Positive
181,4/7/2026,1,LEGO Toy Set,Toys,"The kiddos were a little disappointed that the box isn't entirely filled with legos. It's a fairly large box that's only maybe 30 percent full.This does however leave room for whatever they build if they don't want to disassemble it immediately when they're done playing, or additional sets of legos that don't have storage options.",-0.1,0.82,0,Product Quantity,Storage,Dissatisfied,,,Mixed
182,4/8/2026,3,Nike Men's Running Sneaker,Shoes,Translate review to English,0,0.95,1,Translation Request,,Neutral,,,Mixed
183,4/9/2026,4,Apple Magic Mouse,Technology,"I am an apple fan and I like the mouse. As with most things, genuine apple products work better with my Mac than off brands. That said they are pricier. I also like some of the features (clicking and rolling bar) better on generic versions. I am sticking with this one, though, because it works well with my computer set-up.",0.41,0.86,1,Compatibility,Pricing,Satisfied,,,Mixed
184,4/9/2026,4,Apple Magic Mouse,Technology,Really wanted to like this but just too uncomfortable for my hands. Very low profile places the wrist on the work surface and no support while the hand is curled holding the mouse. Love the intuitive finger scrolling but after an hour I found myself wanting to stop using it. If you have super small hands this may work out.,-0.35,0.9,1,Ergonomics,Scrolling Functionality,Dissatisfied,,,Mixed
185,4/9/2026,4,LEGO Toy Set,Toys,"Its a generic starter lego set not much more to it. The legos are seperated and organized by colors with plastic bags in the box so you dont have to worry about it being an instant mess. Its perfect to get your kids into lego building, and you can tap back into your imagination to show them how its done.",0.78,0.95,1,Build Experience,Organization,Satisfied,,,Positive
186,4/9/2026,4,Nike Men's Running Sneaker,Shoes,These are great Nike's shoes.,0.78,0.96,1,Product Quality,,Satisfied,,,Positive
187,4/10/2026,4,Apple AirTag,Technology,"Wish i could connect to multiple phones at the same time! But, works great for a set of keys.",0.34,0.92,1,Device Connectivity,Item Tracking,Satisfied,,,Mixed
188,4/10/2026,3,Apple AirTag,Technology,"I purchased this after a frantic day of searching for my Kindle. It easily linked to my iPhone's Find My app. Now, I can see the location of and play a tone to help me locate my precious Kindle.",0.72,0.94,0,Item Tracking,Setup And Connectivity,Satisfied,,,Positive
189,4/10/2026,4,Stanley Thermos,Food & Drink Container,I love the color it so pretty . And the ice temperature I woke up and my ice is still cold I love it . Thank you so much Stanley and I don't drink enough water so this definitely will motivate me to do so ðŸ¥°ðŸ¥°,0.91,0.98,1,Temperature Retention,Design,Satisfied,,,Positive
190,4/11/2026,2,Apple Magic Mouse,Technology,"The nice thing about Apple products is how easily they work with their other devices.  Connecting this Magic Mouse to my MacBook was seamless and took less than a minute.  This replaced a previous generation Magic Mouse (with AA batteries) that worked for 9 years until it died - not bad these days.  There's only two things I'd like to see Apple change on the generation of the Magic Mouse:#1 - Can we PLEASE stop using the old Lightning ports?  This mouse uses one for recharging (and it comes with a Lightning cable).  But the trend for the last couple of years has been to phase out the Lightning ports and cables in favor of USB-C.  I'd like to not have to have specific cables for specific devices any more.#2 - For some reason (likely aesthetics), the charging port is on the bottom of the Magic Mouse.  This, of course, renders the mouse useless when charging.  Apple need to take a cue from Logitech which places their charging port (a USB-C) on the front of their rechargeable mouses (mice?) so you can still use those while they refuel.  This charging port location is a rare bad design from Apple.",-0.23,0.83,1,Design,Device Integration,Frustrated,,,Mixed
191,4/12/2026,4,Apple Magic Mouse,Technology,"Apple products just seem to work very well.  I've tried the non-Apple products and have been disappointed every time!  The Apple Magic Mouse works great as did the other  Apple Magic Mouses.  Charging  it was funny, you lay the mouse upside down and connect the charger to the bottom side.  Great product.  Charges last a long time.",0.88,0.95,1,Product Performance,Battery Life,Satisfied,,,Positive
192,4/12/2026,4,Nike Men's Running Sneaker,Shoes,"Nice shoe, my husband loved them",0.76,0.95,1,Product Satisfaction,,Satisfied,,,Positive
193,4/13/2026,4,LEGO Toy Set,Toys,Keeps him busy fort a entire weekend of rain and snow,0.63,0.92,1,Entertainment Value,Indoor Activity,Satisfied,,,Positive
194,4/13/2026,4,Nike Men's Running Sneaker,Shoes,"The shoes are great! Authentic, exactly what my husband wanted. The shipping however, kept getting delayed and I waited almost a month longer than what the shipping date was originally supposed to be.",0.12,0.92,1,Shipping,Product Authenticity,Frustrated,,,Mixed
195,4/15/2026,4,LEGO Toy Set,Toys,"Paired with their app (so you don't have to keep track of the book), my kids and I love playing with these. These large box options are perfect for your kids creativity to explore and build random things, like my sons robocroc lol. The box will only be a quarter full so you can combine other box sets like we did.",0.84,0.96,1,Play Experience,App Integration,Satisfied,,,Positive
196,4/15/2026,4,LEGO Toy Set,Toys,"One box provides literally years of entertainment, and this is a great mix of different pieces to compliment any LEGO sets.",0.9,0.97,1,Entertainment Value,Piece Variety,Satisfied,,,Positive
197,4/16/2026,3,Apple AirTag,Technology,"These very first time I used it. My luggage was lost. The agent told me my suitcase was in Madrid. I showed her on my phone where it was in Dallas. A short six days later, I was reunited with my suitcase.",0.1,0.82,1,Location Tracking,Baggage Recovery,Frustrated,,,Mixed
198,4/16/2026,3,Apple Magic Mouse,Technology,Tried using an off-brand magic mouse first and was causing power issues with my Macbook so I opted for the more expensive Apple Magic Mouse that I was used to from my previous job. Works great. I am a video editor and I love being able to scroll without a wheel in the direction that I need without having to hold down a keyboard button to change directions between horizontal or vertical scrolling. My only complaint with the Apple Magic Mouse is the charging location which is on the bottom and renders the mouse useless while charging. This has been a problem ever since they created these but thankfully the battery lasts a long time before needing to recharge. This is definitely my favorite mouse to use with a Macbook.,0.63,0.91,0,Usability,Battery Charging,Satisfied,,,Positive
199,4/16/2026,4,Apple Magic Mouse,Technology,I realize I like this mouse and I'll keep it.,0.56,0.93,1,Product Satisfaction,,Satisfied,,,Positive
200,4/16/2026,3,LEGO Toy Set,Toys,Hours and hours of fun for our 4 year old. My husband might spend more time building with it lol,0.78,0.95,0,Play Experience,Family Interaction,Satisfied,,,Positive
201,4/16/2026,4,Stanley Thermos,Food & Drink Container,This attractive cup keeps its contents at the desired temperature and does not leak. It is well made and easy to use and wash. I recommend this cup.,0.86,0.97,1,Product Quality,Temperature Retention,Satisfied,,,Positive
202,4/18/2026,2,Apple AirTag,Technology,Bought these for our ebikes. They were easy to set up and use and they seem to work pretty well. We are still getting the hang of using them. They often remind us that we have left an item behind when we really haven't (we are still there.) I think it is more an issue of user fluency than a problem with the device.,0.12,0.89,1,Usability,Alert Accuracy,Confused,,,Mixed
203,4/18/2026,3,Apple AirTag,Technology,First one was not delivered in box as it should have been.  replaced without problem.Works great.,0.32,0.89,1,Order Fulfillment,Product Performance,Satisfied,,,Mixed
204,4/18/2026,5,Apple Magic Mouse,Technology,"I bought this because I was tired of my other $20 dollar mouse not working great with the Mac, between the terrible scrolling quality and the connectivity issues, I just decided to make the great plunge and get the Magic Mouse. But, I am so happy I did, it works amazing. The agronomics of it could be better, but I don't necessarily mind because I am young. But the scrolling works great, it feels like using the trackpad on the Mac, but in a mouse form. I recently have done some video editing for a trip I took and I could not imagine using another mouse for that just because the Magic Mouse allows you not only to scroll up and down, but side to side like a trackpad. Some people complain about the charging method, but for me, I have a widget on my desktop that shows the battery percentage of my devices and when I see the mouse is low, when I go to take a break or log off for the day, I plug it in, no big deal. Would buy again, 100%. My only true complaint with the mouse is that it still only charge via lightening port and not USB-C, hopefully they fix that soon!",0.82,0.93,1,Performance And Usability,Charging Method,Satisfied,,,Positive
205,4/18/2026,2,Apple Magic Mouse,Technology,"The only problem I have with the mouse is the fact that it's really not ergonomic at all, but that doesn't really matter. My problem is with the scroll wheel. for some reason the scrolling on macos is inverted, and when you try to fix it, the track pad becomes inverted. its so stupid really.",-0.72,0.92,1,Functionality,Ergonomics,Frustrated,,"Hello,

Thank you for sharing your feedback. We’re sorry to hear that your experience with the mouse has been frustrating, especially with the scrolling behavior and the difficulty of adjusting the settings without affecting the trackpad. We’d also like to understand more about the ergonomic concerns you mentioned. Please reply with any additional details about your setup and the issues you encountered so we can look into possible troubleshooting steps or solutions.

Best regards,
Customer Support",Negative
206,4/18/2026,4,Apple Magic Mouse,Technology,Works great - long battery life - ease of use and quick response.,0.82,0.97,1,Performance,Battery Life,Satisfied,,,Positive
207,4/19/2026,4,Apple Magic Mouse,Technology,Its a great mouse to compliment my mac. Intuitive to use and looks amazing!,0.87,0.96,1,Usability,Design,Satisfied,,,Positive
208,4/19/2026,4,Apple Magic Mouse,Technology,"I bought this because I edit a lot of pictures mostly using a laptop, it's more comfortable using a mouse. I'm surprised with long the battery lasts. Initially it wasn't accepting gestures but after a few adjustments in the settings it works perfectly",0.74,0.95,1,Usability,Battery Life,Satisfied,,,Positive
209,4/20/2026,4,Apple Magic Mouse,Technology,Great mouse.  It's smooth and works really well.  I just wish I could figure out the scroll.,0.62,0.91,1,Product Performance,Scrolling Usability,Satisfied,,,Positive
210,4/20/2026,3,Nike Men's Running Sneaker,Shoes,Translate review to English,0,0.96,1,Translation Request,,Neutral,,,Mixed
211,4/21/2026,5,Apple AirTag,Technology,I constantly am dropping my purse different places around the house and spend more time looking for it so this has been a great help in locating it quickly as I'm headed out the door. Would highly recommend to help people,0.84,0.94,1,Item Tracking,Convenience,Satisfied,,,Positive
212,4/21/2026,4,LEGO Toy Set,Toys,My 7 years son loves it,0.78,0.95,1,Product Satisfaction,Child Satisfaction,Satisfied,,,Positive
213,4/22/2026,3,Apple AirTag,Technology,"He was losing his wallet often, now with the tag always give him an alert in his cellphone",0.62,0.79,0,Location Tracking,Mobile Alerts,Satisfied,,,Positive
214,4/22/2026,4,LEGO Toy Set,Toys,We won the birthday party with this! Great value; tons of blocks for the price and includes a storage container. It also includes an instruction booklet that kids choose whether or not to use.,0.88,0.97,1,Value,Ease Of Use,Satisfied,,,Positive
215,4/22/2026,3,LEGO Toy Set,Toys,My son has had fun building all of the various builds found in the instructions.,0.68,0.93,0,Build Experience,Instructions,Satisfied,,,Positive
216,4/22/2026,3,Nike Men's Running Sneaker,Shoes,"These shoes are authentic Nike Air, run true to size, I did return them as my son didn't care for the feel of the Air style.  But, these are authentic, quality Nike.",0.24,0.87,1,Product Quality,Comfort,Neutral,,,Mixed
217,4/23/2026,4,Apple AirTag,Technology,"Been using these since they first came out.  So helpful to locate items and gives me peace of mind. They really pretty darn accurate, connect easily, battery lasts a long time and is easy to change. Durable for everyday life. Easy to hear their beep/chirp during location search.  I trust and depend on these tags.",0.9,0.97,1,Item Tracking,Battery Life,Satisfied,,,Positive
218,4/23/2026,2,Apple Magic Mouse,Technology,Apple works with apple. Had other wireless mice but always a problem. The wireless apple mouse no problem.,0.68,0.61,0,Compatibility,Wireless Reliability,Satisfied,,,Positive
219,4/23/2026,4,Apple Magic Mouse,Technology,"high quality build, great integration on all apple hardware, and great battery life. been using this brand / type of Apple mouse since it was available back in 2010. Ive since owned several for my marketing business. the bad: charging port on bottom of mouse, cant use and charge at the same time.",0.62,0.92,1,Product Quality,Charging Design,Satisfied,,,Positive
220,4/24/2026,4,Apple AirTag,Technology,These worked great as expected although the distance they are readable from is not very good around 50 m. It lost connection.,0.15,0.9,1,Connectivity,Connectivity Range,Frustrated,,,Mixed
221,4/25/2026,4,Stanley Thermos,Food & Drink Container,My 7 yr old granddaughter had to have a Stanley like grandmas. Said she wanted the same one but in blue. She was so excited & happy when she opened that present. Keeps drink cold forever.,0.88,0.97,1,Temperature Retention,Gift Satisfaction,Satisfied,,,Positive
222,4/25/2026,4,Stanley Thermos,Food & Drink Container,My daughter loved it. I got the used like new and there was a small black scuff or two that came off with magic eraser!,0.72,0.95,1,Product Condition,Overall Satisfaction,Satisfied,,,Positive
223,4/26/2026,4,Apple AirTag,Technology,"Super easy to use and I put it on my pet in case anything happens. Luckily haven't had to use it much but I've checked it a couple of times and works perfect. I also get a notification when I â€œleaveâ€ it, just in case it's a mistake.",0.89,0.97,1,Ease Of Use,Tracking Reliability,Satisfied,,,Positive
224,4/26/2026,5,Stanley Thermos,Food & Drink Container,"Was debating on this purchase as well as the color, and I must say that I am thrilled that I finally purchased this Stanley. Pairs with every bag and outfit that I have, which is a nice plus. Not too heavy yet it feels well made and durable. Love the size and the fact that the tumbler itself isn't too bulky. Definitely recommend purchasing in some of the darker colors and the Stanley products as well, they are worth the hype and popular for a reason! Love the fact that the lid is so easy to open versus the Yeti where you have to pull the lid out to refill. Stays cold even with little ice and the design again fits easily into my tote bag and my center console. I would only drink water or something similar versus a thicker beverage or a hot coffee, doubtful it would be a problem just a thought! Love love this tumbler!",0.94,0.97,1,Product Quality,Design Convenience,Satisfied,,,Positive
225,4/27/2026,4,Apple AirTag,Technology,"I bought this AirTag in August '24. It works well to track my car and I paired with Find My on my iPhone as per the instructions. The tracking is not super precise in motion; if you are tracking your item as it moves it can take a few minutes to sync. I've used it before to find my car in a big university parking lot, for example, so I don't have to worry about finding where I parked after a long day of classes. Also it gives me some peace of mind living in an apt complex with no gates where people have stolen cars before.",0.72,0.92,1,Location Tracking,Security Peace Of Mind,Satisfied,,,Positive
226,4/27/2026,4,Apple AirTag,Technology,Always great to have another one. We used this one when we went to Disney World recently and put it on her stroller since we had to leave it outside a lot of the rides just for a piece of mind.,0.74,0.93,1,Security,Item Tracking,Satisfied,,,Positive
227,4/27/2026,5,LEGO Toy Set,Toys,"It came with so many legos, and it was nice that it came with some instructions so you could build things! Great for my kids! Great quality!",0.9,0.98,1,Product Quality,Instructions,Satisfied,,,Positive
228,4/27/2026,5,LEGO Toy Set,Toys,"Great value , great price , boys love them",0.86,0.97,1,Value,Product Enjoyment,Satisfied,,,Positive
229,4/27/2026,3,LEGO Toy Set,Toys,My son has a blast playing with his legos makes me think of when I used to play with mine as a kid,0.76,0.94,0,Play Experience,Nostalgia,Satisfied,,,Positive
230,4/27/2026,4,Nike Men's Running Sneaker,Shoes,"I bought these as a gift for a family member, and he really loves them.",0.78,0.93,1,Product Satisfaction,Gift Experience,Satisfied,,,Positive
231,4/28/2026,4,Apple AirTag,Technology,"We have this on our kitten and it works great. We  use the function to find and when it beeps my cat knows to come into the house,",0.78,0.93,1,Tracking Performance,Pet Training,Satisfied,,,Positive
232,4/28/2026,3,Apple Magic Mouse,Technology,Works great and connected to my MacBook without any issues.,0.72,0.96,0,Connectivity,Ease Of Use,Satisfied,,,Positive
233,4/30/2026,3,Apple AirTag,Technology,"It's an Apple Airtag, what can I say?  Easy to setup, will do what I need it to.",0.59,0.88,0,Usability,Functionality,Satisfied,,,Positive
234,4/30/2026,4,Apple Magic Mouse,Technology,"I like that it's cordless, but it's a little harder to manipulate than the old, corded mouse, even though I got a special mouse pad for it.",0.18,0.88,1,Usability,Wireless Convenience,Neutral,,,Mixed
235,4/30/2026,5,Apple Magic Mouse,Technology,"Great product, good mouse quality",0.75,0.95,1,Product Quality,,Satisfied,,,Positive
236,4/30/2026,5,Stanley Thermos,Food & Drink Container,"What can I say, these Stanley 40oz numbers are the best. Keep everything cold, easy to use, keeps coffee hot, doesn't leak and great quality.",0.93,0.98,1,Temperature Retention,Leak Prevention,Satisfied,,,Positive
237,4/30/2026,4,Apple AirTag,Technology,I originally purchased AirTags to place in all of my family's luggage. Airlines are always misplacing luggage and using an AirTag helps with locating them. I recently purchased a dog collar that has a place for an AirTag. My puppy has gotten loose and we added an airTag to the collar. You will be alerted when the battery needs to be changed (after about a year). Easy to purchase batteries on  . Easy to install.  Everyone needs airtags.,0.84,0.96,1,Item Tracking,Battery Maintenance,Satisfied,,,Positive
238,5/1/2026,4,Apple AirTag,Technology,I was a little suspicious buying something like this but the other reviews were promising. It ended up being just fine. I used it to put into my checked luggage and it added an extra sense of security knowing that I could keep an eye on my personal belongings while traveling. Some times it would take a little longer to update but I did not experience any long term issues. Good gift to get someone too! I will be getting more. Arrived in good condition.,0.72,0.92,1,Security,Tracking Reliability,Satisfied,,,Positive
239,5/1/2026,2,Apple AirTag,Technology,Keeps all my favorite things from getting lost (especially my pets)! I put this one in my new puppy's collar.,0.78,0.95,0,Item Tracking,Pet Monitoring,Satisfied,,,Positive
240,5/1/2026,4,Apple AirTag,Technology,I love my Apple Air Tagâ€¦I have mine on my keysâ€¦ so I can always know where my keys are..I just bought my husband one too and he loves his too. And we also know where each others keys are atâ€¦,0.88,0.96,1,Location Tracking,Convenience,Satisfied,,,Positive
241,5/1/2026,4,LEGO Toy Set,Toys,As a child I also wanted legos but my mom couldn't afford them! I was very surprised when my daughter wanted legos so I didn't hesitate to find them for her! I decided to buy her this as a starter and I must say it exceeded my expectations! Not only does it come with your standard Lego blocks but it comes with cool building and more as well! She plays with them everyday and they are easy to pick up and clean because the container dubs as storage when finished!,0.89,0.98,1,Product Quality,Storage Convenience,Satisfied,,,Positive
242,5/1/2026,5,Nike Men's Running Sneaker,Shoes,As expected Nike quality but at an excellent price,0.78,0.94,1,Product Quality,Pricing,Satisfied,,,Positive
243,5/2/2026,4,Apple Magic Mouse,Technology,"I only give it 4 stars for several reasons that are specific to iPad users, I believe:1. The top is very slick and easy to use finger gestures, whether deliberately or by accident. It takes some practice to keep your finger(s) floating over the mouse rather than resting on it. It's too easy to move screen objects by accident with accidental finger movement on the mouse. I'm guessing this is more of a problem on an iPad than a Mac, because of the iPad's sensitive touch screen.2. On an iPad, you don't get a slanted arrow mouse pointer like on a Mac. Instead, you get a circle moving on the screen. Where the exact pointer is on an iPad is anyone's guess.3. It's easy to hold the mouse tilted to one side rather than in a straight North to South direction. This impacts how it behaves if you think you're moving the mouse up when in reality you're â€œup movementâ€ is actually sliding sliding the mouse sideways.Finger gestures on top of the mouse is just one more way to control your iPad. Now I have my choice of using the Home button, the Apple Pencil, the Apple Magic Keyboard, or the Apple Magic Mouse. I bought the mouse for apps that I could not control with the keyboard, the pencil or my third-party mouse.It was maddening having a 3rd party mouse with a scrollwheel, which wouldn't scroll.I know a lot of people are happy using 3rd party accessories on their Macs and iPads. I've had bad experiences with 3rd party keyboards and mice. If they don't work exactly like Apple's, then I feel I've only gotten what I paid for. The extra money I spend on Apple Accessories saves me time and frustrationâ€”that makes the added expense worth it, for me.",0.1,0.82,1,Device Usability,Accessory Compatibility,Frustrated,,,Mixed
244,5/2/2026,4,Apple Magic Mouse,Technology,"Who cares if the charging port is on the bottom, you don't need to charge often . Works perfect with my MacBook M1Pro glad I picked this over the setachi or mx anywhere. Magic Mouse is superior! I would not buy this used my last 2 I bought used and did not have good outcomes with those this is the one now my setup is complete.",0.88,0.95,1,Product Performance,Device Compatibility,Satisfied,,,Positive
245,5/2/2026,3,Apple Magic Mouse,Technology,requires continued use to get used to cordless use,0,0.71,1,Usability,Wireless Functionality,Neutral,,,Mixed
246,5/2/2026,5,Apple Magic Mouse,Technology,"I recently upgraded to the **Apple Magic Mouse**, and I couldn't be happier with my purchase! This wireless, Bluetooth, rechargeable mouse has truly enhanced my Mac and iPad experience in several ways.**Easy Setup:**Setting up the Magic Mouse was a breeze. It connected instantly via Bluetooth with my Mac, and the pairing process was straightforward. The rechargeable battery is a game-changerâ€”no more fumbling with disposable batteries. A quick charge using the Lightning cable and it's ready to go, providing long-lasting power that keeps up with my busy schedule.**Multiple Functions:**The Magic Mouse is not just a sleek accessory; it's packed with functionality. The multi-touch surface allows for intuitive gestures such as swiping between pages, scrolling effortlessly, and accessing Mission Control with simple finger movements. These gestures make navigating through applications and documents so much smoother and more efficient.**Design and Comfort:**The minimalist design is both elegant and ergonomic. It fits comfortably in my hand, reducing strain during long work sessions. The smooth, responsive surface ensures precise cursor control, which is essential for tasks ranging from graphic design to everyday browsing.**Compatibility:**It works flawlessly with both my Mac and iPad, seamlessly switching between devices without any hiccups. Whether I'm working on a project, browsing the web, or managing emails, the Magic Mouse adapts perfectly to my needs.**Additional Features:**The rechargeable feature is incredibly convenient, eliminating the need for constant battery replacements. The low-profile design complements my Apple setup beautifully, adding a touch of sophistication to my workspace.Overall, the **Apple Magic Mouse** is a fantastic investment for anyone in the Apple ecosystem. Its easy setup, versatile functions, and sleek design make it an indispensable tool for enhancing productivity and user experience. Highly recommend it to anyone looking for a reliable and stylish mouse!",0.96,0.99,1,Usability,Product Design,Satisfied,,,Positive
247,5/2/2026,2,Apple Magic Mouse,Technology,"Purchased for a new MacBook Pro. Battery life is terrific, pairs via bluetooth. The only dumb thing is the charge port is on the bottom of the mouse so you can't charge and use at the same time. Since it charges so fast it's really not a big deal.",0.36,0.86,1,Usability,Battery Life,Satisfied,,,Mixed
248,5/2/2026,4,Apple Magic Mouse,Technology,A classic! but now with USB -C and at 20% discount when bought in December 2024,0.55,0.83,1,Product Features,Pricing,Satisfied,,,Positive
249,5/2/2026,4,Stanley Thermos,Food & Drink Container,I love this cup.The Rose Quartz color is very pretty. It isn't spill proof so I bought the accessories to add to it. I use the big ice molds & 3 of the last til the next day in this cup.,0.72,0.91,1,Product Performance,Product Design,Satisfied,,,Positive
250,5/3/2026,5,Apple Magic Mouse,Technology,"Amazing mouse, it's essentially a trackpad/mouse combo, I love it! Read many 50/50 reviews and was on the fence, couldn't be happier I went for it! This mouse really help my productivity between three screens!!Also for me I experienced zero carpal tunnel using this mouse, in fact my wrist felt better after a 40-50 hour week!!",0.94,0.96,1,Usability,Ergonomics,Satisfied,,,Positive
251,5/3/2026,5,Apple Magic Mouse,Technology,"Initially I did not expect to like this mouse so much. Simple, small, unlit. Fits my small hand perfectly. Love the easy to use touch surface. Though I do wish the keyboard was lit, this mouse does not need it. Stays charged for a long time. Perfect mouse!",0.91,0.96,1,Usability,Battery Life,Satisfied,,,Positive
252,5/4/2026,4,Apple AirTag,Technology,"I wish Apple tags were cheaper I love having them on my keys, my kid, the pets, in our suitcases",0.62,0.92,1,Product Utility,Pricing,Satisfied,,,Positive
253,5/4/2026,4,LEGO Toy Set,Toys,"Such a colorful set all the hues of the rainbow , including neutral colors. The amount of blocks that come with the set doesn't fill the container , yet there's plenty room to add more and it's great for storage either way . Came with all it's pieces and packaged neat.",0.83,0.95,1,Product Quality,Packaging,Satisfied,,,Positive
254,5/4/2026,4,Nike Men's Running Sneaker,Shoes,I wear these at the gym. Very comfortable to work out in.,0.72,0.95,1,Comfort,Workout Use,Satisfied,,,Positive
